RowNumber,CustomerId,Surname,credit_score,age,balance,estimated_salary,client_risk,random_id,timestamp,junk_feature
1198,54393993-c574-4faf-a64e-4c9f1f121d5d,Williams,677,36,46291.9,9168.66,1,98830569,2023-05-26 18:18:37,0.3703
1199,006e335d-8dc3-4082-9984-46f1fdb10895,Johnson,661,26,37721.88,21102.3,1,96725688,2023-01-25 07:49:23,1.4194
1200,a67b107e-4356-43e7-a2ec-a0975ee389b4,Williams,718,27,202188.79,11232.35,2,22937307,2023-06-01 21:44:23,0.7001
1201,278cc36d-1e61-4772-b69f-065f9b1b880b,Jones,656,34,68851.23,38681.54,1,69347727,2023-10-26 23:50:02,-0.4986
1202,49f829af-0ff5-499c-860f-894affd33554,Smith,628,67,42873.02,95667.46,0,23780337,2023-06-24 10:48:52,1.4045
1203,cd939b8f-7003-423c-abc6-e32d8930257e,Wilson,656,57,95127.62,24991.11,2,12894394,2023-03-01 01:49:45,0.4601
1204,14697a02-3956-48e3-b7d6-0f0a860a1683,Brown,677,56,8426.51,142013.94,0,58354715,2023-09-16 12:30:49,-0.1397
1205,16820a69-bb4a-4294-bb41-6481edc5b094,Smith,652,58,766.67,47225.11,1,88836482,2023-12-16 15:09:03,-1.354
1206,d38ffb43-6099-4754-86da-36034470bcab,Rodriguez,652,27,58596.8,37576.93,1,44863296,2023-10-20 12:10:28,0.2314
1207,c24dfda6-9032-496b-a493-ab6e5a297e3b,Williams,614,29,5174.31,92797.88,0,93391604,2023-03-14 16:13:05,1.8349
1208,84a36b01-8204-43d1-86fb-006c65bb53b9,Johnson,616,32,6132.89,6417.94,1,96950594,2023-06-02 11:53:28,-2.7294
1209,94f01807-b256-42cd-a0f0-f17f777c0b33,Jones,579,48,68262.02,89167.54,1,13491090,2023-02-11 11:56:14,-2.6897
1210,9d2eb6ae-a680-4140-9afd-d825ca9890e7,Smith,737,32,15772.18,16699.72,1,36918240,2023-01-19 21:09:57,0.7673
1211,386de7a7-c3de-40cf-9daf-97ffe6b1d87e,Wilson,587,45,49527.98,19777.99,2,14680583,2023-06-22 07:30:02,0.2362
1212,beb06b20-ff9d-4b7a-90e2-e431179ebf66,Davis,615,21,124691.47,54895.57,2,56206738,2023-10-28 12:48:31,0.6724
1213,ea28057f-5e88-41f5-bad4-66ad71d36e3d,Rodriguez,614,53,19024.57,139327.13,0,53582180,2023-12-11 21:38:55,-0.5264
1214,056e260b-308b-48a0-b3f9-f5d4353a91c3,Smith,694,18,12240.34,51822.89,1,17237828,2023-09-22 12:17:36,-2.1418
1215,bb13c711-4c8a-45a8-9ab7-ba5d7027a99b,Garcia,635,61,5633.97,62809.49,1,48719291,2023-11-06 14:45:38,-0.832
1216,7e8a0e0e-4777-43b0-9ee8-2127b79217ac,Garcia,712,51,6989.68,89926.03,0,16875425,2023-06-17 02:54:11,1.56
1217,17a4f3bd-1ed7-4966-8226-684d980ff7c6,Davis,616,64,3212.14,18011.58,1,85133693,2023-10-23 04:18:55,-0.4516
1218,ce121bb2-23dd-46d2-a6b4-afdfdbf908a7,Wilson,663,34,4586.16,105348.92,0,73997338,2023-08-05 17:39:21,-0.4429
1219,02cb1474-cc24-4426-a672-4ca25f34e47d,Brown,608,56,28282.1,32472.98,1,74535790,2023-12-19 10:16:57,-2.6294
1220,bc383eac-0de7-403a-8c6b-81d3ff476e2f,Davis,757,55,19346.77,11590.02,1,83319721,2023-12-22 20:11:25,-1.8045
1221,3d24eedc-a59d-41d0-87d7-908925068ced,Johnson,590,61,61304.24,25857.88,2,26702505,2023-05-09 11:28:17,1.1102
1222,4063b7a2-8291-4c91-8544-095b3b267eec,Miller,665,68,102104.07,16952.21,2,87525079,2023-06-24 08:09:16,-0.2594
1223,107cbeb8-d862-40f9-b4a3-fd8986d69e4f,Jones,681,50,76803.15,15581.73,2,12949295,2023-04-09 14:43:06,0.9912
1224,fb5bfb2b-d614-47d7-b49e-6d0d76092342,Jones,670,38,37818.97,19924.23,1,11485077,2023-03-03 22:33:16,-0.7537
1225,05311815-5f7a-47d1-b4bc-afc23f7f034f,Garcia,640,43,5403.88,11975.2,1,96717782,2023-09-27 23:00:30,-1.4678
1226,f5edcd5c-ac58-4033-bfbb-34a6dffc01fe,Smith,643,63,61853.61,66103.34,1,15481768,2023-06-09 09:12:03,-0.2609
1227,d31afa10-1b0c-4e0b-ab2b-17dd4add9e80,Garcia,652,53,22535.84,52048.86,1,16995223,2023-11-27 08:55:45,-0.573
1228,2db2931a-beff-4916-bdb5-e5b54feed7a0,Brown,642,22,4477.11,62722.82,1,10607647,2023-11-06 12:46:22,-0.8331
1229,f56ffa2f-5660-4785-813d-ad4ec1b27b56,Wilson,698,50,92405.83,25270.5,2,64819417,2023-09-02 17:53:18,-0.807
1230,c8e290f7-a8ed-4077-89f2-38a6f8343fe2,Miller,760,18,20640.84,88111.05,0,25349329,2023-08-26 23:06:13,-0.1349
1231,29730520-d3e5-4793-bd7c-65e69a05270e,Miller,622,70,12310.94,8328.75,1,59414391,2023-01-30 23:21:00,-0.4916
1232,3827a542-106a-474a-8356-ef5dbecd5a49,Smith,581,23,102572.67,50797.02,2,84018169,2023-01-09 07:40:25,-0.9323
1233,195b2931-fdfe-4a9f-a955-88c855f70de4,Garcia,645,54,116207.74,19332.52,2,58270158,2023-03-23 17:23:26,1.8047
1234,57a084db-47f8-4676-9491-012e69b0b173,Brown,778,19,20697.87,44997.01,0,54496229,2023-06-17 12:07:20,0.458
1235,921f6abc-d798-4699-9e96-384e13a9007a,Rodriguez,609,70,21909.86,23461.54,1,40114581,2023-11-25 08:07:28,0.1585
1236,e5a01f24-7b78-4dc4-b1ee-e0e446d3c8b3,Davis,731,22,43330.83,93785.26,0,55977584,2023-10-18 10:09:40,-0.0665
1237,4aa5d2dc-9fc9-40bc-9b95-580223e1ed7b,Brown,733,43,66108.08,133134.27,0,90496338,2023-02-06 22:08:40,0.6656
1238,cfe7cfd5-92c8-4735-ba88-d7098f3da8e2,Smith,622,58,3261.56,81423.06,0,14901377,2023-01-29 10:05:46,0.5318
1239,57e58b73-4ce6-43ca-9a5f-b85c50b860bb,Rodriguez,678,68,44989.34,11584.78,1,93223384,2023-05-24 02:22:14,-1.0343
1240,a20383c9-1b4e-4890-984d-e6dabbeb1012,Wilson,731,70,152689.33,19284.0,2,70574617,2023-05-12 00:51:57,-1.5323
1241,a182dd1f-5391-4430-90a8-d867e6e9b44a,Miller,631,64,15196.93,151064.19,0,84364142,2023-11-15 11:16:31,-2.2741
1242,db1a6b29-0c19-466e-bfef-41a87a90950d,Miller,639,30,119749.94,34492.0,2,53923983,2023-02-23 11:49:10,1.7919
1243,75f34c2e-db9a-4532-99ac-c9970a40d19a,Smith,620,29,149955.24,169996.82,0,89173808,2023-12-20 18:23:25,-0.4453
1244,2317d1c0-4303-4c2d-b833-19ddea637912,Jones,599,22,15677.6,29899.41,1,61694722,2023-10-13 20:38:52,0.5921
1245,2e06bb22-094b-4db3-bf9a-f6ed6b4ea493,Brown,617,19,70162.23,181912.24,0,74660453,2023-08-13 06:24:40,0.2021
1246,f5ae7b85-15d5-4dba-b1e6-cf033d5ab2b6,Smith,588,21,13641.32,156010.15,0,51691932,2023-03-08 07:46:10,0.9126
1247,55105cae-74a7-4517-acfe-0f0fd5bde218,Davis,651,44,66896.39,64821.63,1,84853505,2023-04-29 20:32:39,-0.0645
1248,64f31554-deca-4004-9d0d-7939b97bc026,Brown,611,67,79831.01,531.97,2,54710250,2023-09-28 14:39:12,-1.328
1249,0831af4e-0f35-4b58-8db4-ebb9868f599d,Williams,661,70,14198.16,30683.01,1,52338919,2023-05-02 01:10:49,-1.0371
1250,053b0f2c-2922-4f0b-9949-6b4c8c598bbc,Johnson,572,27,62916.09,145305.86,0,85984141,2023-03-11 11:09:41,-0.3508
1251,68ebdf99-fc4e-4cfc-85e1-d9df3505a788,Garcia,666,30,83593.48,129826.96,0,65855371,2023-05-09 21:16:56,-1.5853
1252,81cd617f-0887-4118-bd63-3048b6367d90,Jones,691,61,22203.45,12450.08,1,85092467,2023-06-28 23:18:40,-0.8543
1253,e7905afb-4fa7-4647-a1a2-122cbbc67a6e,Wilson,550,19,9178.28,30567.84,1,92681623,2023-11-30 05:49:24,-1.1988
1254,dbbc01ed-0caa-43c1-93c6-2cc6b70b897a,Rodriguez,668,43,4823.59,108294.3,0,92402843,2023-03-23 10:46:15,-0.3287
1255,99267f35-ae00-4434-86b4-1f72f7ca3eeb,Jones,711,32,42828.23,51747.63,1,31106150,2023-05-12 04:46:55,-0.496
1256,7a2126c7-e197-40d0-b620-93c686e376dd,Wilson,589,63,191059.14,112756.5,1,35863057,2023-08-24 21:19:26,0.1195
1257,ae629b58-9101-4bf1-be7f-c6449ec3efd5,Smith,733,27,86566.25,105117.97,0,23316312,2023-03-23 08:13:45,0.8545
1258,aad31089-e834-4788-963b-0095b62ee7f5,Wilson,670,39,28620.84,142821.13,0,30630884,2023-07-28 05:34:22,-0.2426
1259,f5af69a7-144c-45eb-b208-9531e0f7111d,Jones,614,57,38460.49,7480.8,2,19228933,2023-11-29 08:31:06,-1.5024
1260,3cfd1f80-c45c-4014-8697-9d874592f15d,Jones,647,42,16392.43,9414.33,1,25664108,2023-03-14 05:43:01,-2.0483
1261,168c58e9-e465-4ec9-bf74-c807726b5eea,Garcia,677,32,8900.5,5186.37,1,61176733,2023-07-11 03:43:17,0.1623
1262,f467349b-d82f-48ab-b3fd-01546d74ac34,Miller,653,30,32896.84,164250.76,0,56038494,2023-01-01 11:05:17,-0.6655
1263,48e1a120-022e-44b7-a97d-d526dc7a00ae,Jones,676,25,31134.58,38679.98,1,59285665,2023-08-11 12:28:50,-0.1574
1264,141fd65f-53f7-41ae-bf2a-5a3058052f61,Garcia,603,38,36899.9,3989.24,2,74735954,2023-04-20 17:29:27,0.3295
1265,3f151dba-0df4-4940-9c7e-b40c563f0d3e,Smith,658,38,152672.93,23274.89,2,17519643,2023-05-17 21:00:45,1.4432
1266,642f5e30-602a-4b3d-896f-f5b25770bd4f,Jones,579,39,46303.84,25977.51,2,47113162,2023-04-22 10:35:28,-1.7475
1267,239a01a2-c99e-4f63-9855-cb78789d8005,Williams,644,63,46541.27,99505.03,0,83376665,2023-08-13 18:02:03,-1.0125
1268,ff0141c4-1d50-4690-97ca-60d9ac88c102,Jones,604,50,6849.71,79789.6,0,14437440,2023-03-19 17:31:11,-0.0852
1269,252b0571-ec50-4fe8-9343-cbef66cbea1c,Williams,613,62,282590.81,70152.46,2,60569118,2023-04-03 13:41:23,-1.1402
1270,f80881eb-2a4b-4989-ac92-f9ff4ee46f43,Brown,711,44,74106.12,1326.37,2,81822332,2023-11-13 04:40:07,-1.4891
1271,4c505834-20de-4082-847c-37f58d9a8856,Rodriguez,704,57,104861.27,144942.4,0,19476122,2023-05-18 18:58:45,1.3096
1272,6357e90c-7cdf-4844-b952-0fe394a91c25,Johnson,680,67,26747.41,14566.75,1,10248943,2023-08-23 22:14:34,-1.048
1273,86493115-5b1e-48fa-8d1f-43699feae36e,Wilson,595,39,34870.62,59503.12,1,98810987,2023-01-22 06:52:40,-1.3092
1274,75380f0b-59b3-43e2-b6d5-162f6f1c9588,Smith,634,47,36915.99,3828.75,2,47920560,2023-06-02 23:22:40,-1.1481
1275,ae4740e8-e9ed-4942-bc7f-f132b50898dd,Brown,710,26,10789.44,5102.51,1,55571208,2023-02-19 08:32:46,1.086
1276,2a8069b4-797f-471a-afbd-1fe645da20ef,Garcia,657,62,58476.82,577.41,2,90817689,2023-10-30 19:46:06,-0.6954
1277,c1cdfc52-2de4-4c00-acd0-406387db776f,Jones,765,52,116640.22,50072.64,1,74787078,2023-12-12 08:16:15,-1.3856
1278,ec87694a-d013-41f4-817d-35dd249aeae9,Rodriguez,669,35,8938.74,59554.63,1,12215692,2023-03-03 16:17:37,-0.8402
1279,93d9bc59-8a1a-49c2-99bf-d05e0a7b00d7,Wilson,659,59,4513.65,3106.8,1,73497325,2023-12-29 09:43:08,-0.0482
1280,00bf5bac-ea2e-4c30-8b8b-41de3042c195,Williams,634,22,67012.33,20590.41,2,65358896,2023-05-21 03:50:55,0.8918
1281,da8f0fe8-da3b-4c17-891b-dcb1015c28ee,Rodriguez,656,44,15955.32,114411.8,0,80452702,2023-05-10 10:27:55,0.8078
1282,c8c99809-1744-4e6d-b6a5-b08d322ad5fc,Smith,642,23,48890.03,6408.92,2,87263471,2023-11-22 15:40:29,-0.7778
1283,a669e066-602b-453d-927b-6417a0a54e24,Johnson,685,49,59496.65,14642.66,1,15473892,2023-09-22 02:01:04,-0.5311
1284,29f22acb-991f-46ef-b5b9-2276bc5212e2,Rodriguez,697,25,19423.82,33139.62,1,83670922,2023-08-11 08:12:58,2.1029
1285,5ec81c65-b51d-4b58-a075-db8a30645a67,Rodriguez,610,56,84409.07,110813.79,1,87681417,2023-11-27 16:38:59,0.9957
1286,c6d5e96b-d7b9-4c51-8a8d-2729bd022b95,Wilson,583,38,39924.16,17650.11,2,34494747,2023-03-02 06:09:16,-0.2518
1287,6c743002-31ab-417f-8568-a1ce553f89e4,Jones,558,35,101627.67,351353.44,0,98530132,2023-05-29 21:27:47,-2.2952
1288,c4582d83-a5a0-46fc-8316-a0d3de70070e,Wilson,675,31,72046.73,26334.66,1,77821621,2023-07-10 07:30:32,-0.4588
1289,3c4fb900-45c5-488b-bf26-3c8a85566439,Brown,594,32,101466.19,29309.48,2,75900938,2023-10-04 00:11:49,-1.3266
1290,2c845dac-a13c-4e27-ad32-d9704b3d06d4,Rodriguez,542,59,1018.37,7813.78,2,80598369,2023-04-14 13:18:28,-0.8627
1291,4d9d11fd-5ba3-444d-b688-1440e766eaef,Wilson,669,43,13953.05,68403.17,0,41093079,2023-12-20 06:06:17,-0.9653
1292,8c58dfbe-8ea7-461e-a85a-c62fb6b7f884,Johnson,774,70,4715.97,16740.4,1,10153804,2023-09-28 03:43:40,-0.2312
1293,0aef71b5-ec07-4fe3-89c5-ab61c4650c8c,Williams,649,61,29177.26,59471.78,1,34896197,2023-11-14 20:56:57,0.0698
1294,c1adb4a6-18e5-46dc-892f-3b6766c918f9,Garcia,691,49,110345.62,15151.08,2,75501409,2023-07-31 22:50:57,-0.7316
1295,00bb6b57-dae9-4cf9-9283-4011b406eec0,Smith,654,56,31512.4,29448.86,1,24425394,2023-08-19 07:41:00,-1.2777
1296,15f9aa0a-bc22-41e6-8ad9-8a1a4dc7416d,Johnson,645,45,94760.44,116557.21,0,34435992,2023-09-19 22:48:39,-0.1789
1297,691e4b55-5935-4295-a168-59176d1031ff,Jones,695,56,19813.74,80572.47,0,68885910,2023-11-21 12:04:02,-0.4983
1298,9c61e67e-960d-4b7f-8728-59ecdb4a4216,Davis,635,60,20743.21,10076.08,1,69582765,2023-09-02 21:50:38,-1.8975
1299,48118d63-4dc6-4137-914b-4a04f758f246,Wilson,663,49,112957.96,56144.95,1,82477900,2023-08-10 11:14:04,0.6076
1300,472c7b59-d1ee-4656-b85f-7e88c8bacbcb,Rodriguez,666,30,27740.37,59435.11,1,79808347,2023-04-15 00:06:56,-0.7288
1301,bdb22e15-8dc7-4e46-a752-c1e3420af470,Williams,616,32,77976.58,5696.13,2,81965675,2023-11-26 00:44:26,-0.2695
1302,bf04c723-465c-4d0a-89b7-47159281b7de,Brown,699,35,13501.51,37619.73,1,74229516,2023-12-04 05:55:27,-0.2198
1303,282b5d06-0db7-4125-89b4-c5aa0f8edb2a,Wilson,641,56,148601.6,18120.52,2,23432976,2023-09-15 10:27:53,-0.0154
1304,94a83d49-2352-42f6-bcee-0e427609c00a,Smith,612,23,42733.71,37768.68,1,63631944,2023-03-30 12:09:10,0.146
1305,5ffb725f-2b1d-4f5c-b233-fe83fbf5a010,Smith,676,28,71215.09,90054.11,0,22501096,2023-05-23 09:33:51,-1.3046
1306,aa2f0f77-b46c-4aa8-bbae-7b0a9ab51166,Smith,605,49,4688.93,10337.01,1,75682297,2023-10-27 09:42:54,0.3124
1307,ac8803a7-6a04-4dba-aedf-2abf56375197,Brown,651,57,33929.11,7895.71,2,80838173,2023-02-14 12:25:11,-0.3441
1308,8f47a99a-f7c8-450d-bb75-46c8e011f4da,Rodriguez,649,37,115651.22,18826.49,2,24995744,2023-02-20 11:47:34,1.0844
1309,561fa931-295d-43b2-9323-57032e4164e5,Garcia,704,50,104794.25,182538.56,0,84117751,2023-07-26 18:09:55,0.815
1310,4370845f-1d5f-4a15-9b34-3caa6a021343,Brown,673,57,2397.26,82657.73,0,24693592,2023-04-12 08:36:31,1.3228
1311,a9adfcf7-3787-439e-a778-ec474570cd42,Garcia,648,25,18098.62,1178.86,2,73026206,2023-12-28 19:02:33,-0.9384
1312,fafe52b2-de22-4241-ad4f-905cbd040056,Davis,690,68,29288.24,30750.11,1,41984563,2023-02-06 15:22:11,1.2867
1313,278c3fd3-efb8-402e-9e81-4c1b439ffa28,Miller,719,52,9453.1,17855.7,1,49001562,2023-12-28 22:42:38,0.0941
1314,e1381056-eca3-4be5-a17d-3523cf50cdb0,Wilson,677,22,65466.35,60990.63,1,83402226,2023-02-22 05:19:39,0.6902
1315,5bceac7e-3a38-4de5-8113-d39b5196445f,Johnson,650,52,10198.43,36892.6,1,13403573,2023-01-04 01:20:31,0.6744
1316,e2fdb861-53e7-4be8-8206-53f5a629900f,Williams,584,64,21281.33,200290.86,0,11099438,2023-03-30 03:15:32,0.4591
1317,ecf46977-08e1-48fe-9167-ec1a9e24e119,Brown,596,31,54425.27,14829.15,2,76694320,2023-07-14 01:43:43,-1.0882
1318,25ec0fac-8442-4aad-9ccf-2fe1f0e15c0c,Davis,634,38,32897.63,53183.01,1,64421047,2023-12-24 03:38:31,0.9551
1319,87c930bb-f822-46eb-a296-e70c439651ef,Garcia,619,64,67079.63,72280.39,1,90447579,2023-06-09 21:08:44,0.3517
1320,003b8df6-1fc4-4498-952c-c1d5350ad03e,Garcia,640,41,162476.93,104772.01,1,22107783,2023-11-30 17:44:17,-1.4731
1321,d27baed9-25ed-40be-8d2c-855218d0e2c3,Brown,652,34,6195.84,31350.72,1,99697941,2023-01-01 18:34:23,-0.4837
1322,f4de7ed3-5f37-4670-93ee-c86710602cc2,Rodriguez,676,35,61819.24,69678.16,1,51802805,2023-01-20 23:25:32,-1.2131
1323,93068a60-94be-47fb-82a8-489cf8e57314,Garcia,646,51,13090.59,21675.54,1,39056162,2023-04-26 15:46:01,-1.4262
1324,07512371-e9b5-4f4a-a8fd-c6db3cef20af,Jones,674,29,26762.47,34306.35,1,93109494,2023-09-20 06:58:22,0.8533
1325,438d26a5-f50b-4c35-a86a-6cfa5e6dca80,Williams,653,33,1670.74,135587.13,0,41961195,2023-07-28 12:12:55,-1.4794
1326,2828ac2d-138c-4a1d-a083-9622d52d1818,Johnson,551,21,7303.77,179633.17,0,80243598,2023-04-03 23:43:10,-1.3211
1327,f5e63394-612b-4368-b800-8a74f94dd088,Rodriguez,603,42,19266.75,76125.05,1,59360497,2023-03-26 01:53:24,1.9782
1328,f25bc62e-47c1-4e0d-aae3-737351130c33,Smith,642,51,20926.44,28138.03,1,41582444,2023-04-22 16:11:43,-0.4479
1329,21603e84-f37f-4cbb-9a13-f356d3847450,Davis,589,45,114922.29,102907.17,1,54817668,2023-05-18 22:29:40,0.6577
1330,c780102f-83e1-48bb-a2f9-78e390a31731,Davis,679,63,67703.54,1572.45,2,19067477,2023-12-13 08:38:30,1.1248
1331,6766aee0-56e3-458d-9c16-76e1178c74f3,Smith,726,28,179105.34,6504.97,2,69173392,2023-11-26 06:05:39,0.7742
1332,445a3f33-267d-46c0-a5d7-96bf7c3962c4,Davis,710,30,45698.61,64971.49,1,80665819,2023-10-24 10:31:46,0.1496
1333,a20071c1-c167-474d-bb32-7ab2095d13b2,Smith,639,48,13834.72,20655.02,1,77129972,2023-02-07 21:19:56,-0.0373
1334,f25a0665-75d7-4833-9a4b-13077b2b9ab0,Johnson,724,42,19849.19,181430.89,0,32963586,2023-06-08 18:00:53,0.5376
1335,52883024-097f-4b74-b897-2ef3159c05a5,Rodriguez,657,56,19271.06,34368.51,1,59061221,2023-09-30 16:07:09,-0.2247
1336,fcade340-9acb-4983-b3d8-4cdc1d9e04c5,Garcia,633,27,19762.94,33660.31,1,38572639,2023-04-09 23:15:49,0.6949
1337,4fe1284f-3fec-4f16-a507-b9caa143067b,Rodriguez,619,41,55884.28,68007.04,1,58192932,2023-06-26 00:36:28,-0.259
1338,2538fc23-8613-4b66-8a1e-528dc8a24ea4,Rodriguez,634,18,37837.15,87549.6,0,29047572,2023-10-09 04:43:05,-0.1455
1339,d17afd91-43fa-441b-bf7d-f890f0253fc0,Brown,630,70,24341.15,38725.31,1,78392292,2023-03-07 13:54:51,1.8818
1340,2d395cea-83f3-4598-a0b3-a522a4453296,Jones,658,42,8072.43,14447.98,1,10138290,2023-06-11 07:58:13,-0.4804
1341,8d906989-bc79-4dbe-a9e3-232e620d6f1c,Wilson,658,45,1119.4,89049.95,0,85212853,2023-08-19 17:28:38,0.0192
1342,602afab0-57df-43e8-b56e-e21ac6ad9b45,Davis,650,53,12348.42,23170.75,1,65702666,2023-10-30 05:28:19,0.4306
1343,a3cb5391-c2c1-4938-bf42-8126e3c8f5db,Miller,671,35,5684.84,11550.37,1,39597632,2023-04-30 02:06:26,0.4948
1344,126d43d1-d294-4cfc-904f-cbdfce17f126,Rodriguez,709,23,76959.47,59921.7,1,39333149,2023-04-24 11:44:02,0.2929
1345,197b9857-502c-4a73-82da-7f591af03000,Johnson,697,19,5967.22,5688.56,1,99941849,2023-07-14 17:20:34,-1.2504
1346,f031a918-12e8-4a48-8757-217ec8f854e9,Garcia,575,20,64409.09,213161.71,0,35017068,2023-01-25 13:11:10,0.162
1347,4ce8dd08-f40d-43a8-87b7-e74167dccd3e,Johnson,522,63,24360.23,60045.15,1,20454307,2023-11-20 13:30:55,0.2428
1348,08e02427-967b-4d43-9393-ad552ba16445,Johnson,696,25,3810.5,255675.77,0,12466302,2023-04-24 13:22:52,1.14
1349,91a66ed0-fc12-4672-9596-83ee70d58b33,Williams,581,48,83760.21,24830.41,2,57423928,2023-03-05 23:02:39,0.7392
1350,767eeca3-0421-4d8b-9339-f8ad628167a8,Brown,638,65,43331.07,212853.55,0,85339497,2023-09-18 05:10:25,1.2059
1351,8dd14e3a-2126-4a7d-9d9c-4bc0a7819432,Miller,591,36,13443.77,9438.7,2,12385527,2023-09-04 02:52:21,-1.0032
1352,eca18d98-a60f-40bc-9552-772b732b9bc6,Miller,559,67,112538.15,2492.76,2,86542873,2023-05-30 07:57:04,-0.996
1353,cb8d0516-8092-49df-bc1e-e397f208110d,Johnson,677,23,2315.72,2012.42,1,56828241,2023-06-02 03:01:57,0.3281
1354,1295acfb-ed3a-45b1-a05b-3f73479c9768,Miller,687,31,11271.03,37514.78,1,52663392,2023-08-14 19:14:31,1.1329
1355,7c7c1146-3ddc-497b-bfa8-d8858b10e50b,Garcia,621,20,69725.79,5199.14,2,93545060,2023-05-19 15:42:13,-0.2004
1356,1e19f9b6-ef9c-4016-94ca-3261029e10f2,Jones,520,65,61786.58,43067.04,2,44427993,2023-02-21 01:30:25,-0.7403
1357,c823bc09-2221-4ea7-9c9a-9600a9b8ecca,Smith,622,18,17073.25,23805.23,1,74762645,2023-11-24 07:50:46,-1.6015
1358,1727d594-b566-48bb-ad18-65a4b2501d86,Garcia,669,61,3201.59,24534.87,1,10696715,2023-02-22 21:51:39,0.363
1359,3a2b80ce-5ec5-4217-9827-f9496c39bce1,Miller,576,47,97623.91,60571.67,1,10213819,2023-06-25 10:28:34,-0.1129
1360,6db39c84-f8c8-4087-bc49-9a04d18e9d0c,Johnson,659,63,18821.85,10682.9,1,16200483,2023-06-18 23:16:08,-0.4339
1361,d2b7e8ab-df31-4797-88ab-cdb552a72c5a,Davis,649,36,10889.98,87288.11,0,45663366,2023-02-04 00:25:15,0.9052
1362,65e39335-7daf-47ac-840b-dcddd39b42d8,Garcia,678,36,36289.91,52340.87,1,57926204,2023-10-14 22:08:58,-0.0868
1363,ce580b0d-d078-47c4-8fea-1eab9d80861d,Johnson,655,26,120523.66,147867.17,0,20401947,2023-12-09 19:25:43,0.0009
1364,f3b830ca-5a5c-42ed-9386-5219ce4e0962,Smith,601,24,2226.16,27232.76,1,86235543,2023-03-15 18:32:53,0.8999
1365,8b1b4145-6c84-4093-ade4-8091249e6589,Miller,709,63,72579.86,243474.94,0,82466934,2023-12-22 02:39:12,2.1907
1366,afef26eb-2a87-49ea-93a2-70d907730b21,Miller,642,54,42486.92,51456.92,1,38290868,2023-05-03 21:04:01,-0.4445
1367,8d92dbff-58ac-4fab-b1e9-b615b4948460,Garcia,648,67,27708.33,217615.06,0,48564620,2023-03-17 13:21:17,-0.8762
1368,edca9548-0697-4e19-952d-2ab4efc94eb8,Davis,603,58,68144.61,1646.01,2,23488461,2023-10-14 15:10:19,-0.9891
1369,701c04a3-ea1a-4a06-a0be-f5f26ce05439,Garcia,627,70,168812.2,78111.97,2,70740074,2023-06-14 12:27:56,0.4768
1370,d7005f03-65cd-4fd5-85f4-05ea73023c34,Wilson,605,24,13016.72,101772.19,0,73096832,2023-10-23 04:09:27,-1.0905
1371,0532eb78-35e6-46cb-a299-b782e1d4b2d5,Wilson,641,26,7753.65,3278.35,1,40578023,2023-02-24 15:44:37,-0.3732
1372,01977511-14cb-44be-87d4-608145c6c951,Jones,735,21,122024.44,51903.02,1,91840754,2023-04-16 16:29:04,-0.2853
1373,6cba6a2c-c82d-47b7-a549-ae911f33f7f3,Johnson,581,42,55274.76,97151.81,1,25359528,2023-11-25 20:12:56,1.5564
1374,0fb1a310-7a5f-4437-a12f-7143700f89d1,Jones,569,66,28811.43,49400.64,1,36929338,2023-07-15 23:14:05,1.1929
1375,e073034e-54af-44ef-8650-f8e401042c7d,Johnson,723,29,42578.97,3956.44,1,62672780,2023-07-10 12:56:07,-1.5367
1376,fba27090-141b-4f19-b984-a21da7b90000,Rodriguez,639,23,68445.11,70941.92,1,76940853,2023-12-07 02:16:45,1.5848
1377,a3286a4b-f491-42b5-b0b1-94deac019d47,Jones,616,35,74147.29,3750.64,2,90596398,2023-08-24 01:34:57,-1.2162
1378,f63a3fe4-3277-4267-b901-0d93599920fb,Smith,701,57,126220.34,102050.08,1,10208844,2023-02-05 11:07:21,0.1603
1379,be260f2a-21b7-4aee-b73d-cbf4a349a11c,Rodriguez,619,38,27829.76,2639.26,2,48023719,2023-06-14 03:19:23,-0.8345
1380,af890ca1-3349-4733-8f15-0e36c6604880,Wilson,741,32,17365.3,8868.07,1,32136026,2023-03-15 14:11:32,-0.3883
1381,ac4d75d5-76f1-4d1e-8ad9-bd36dd9e9647,Jones,683,20,51035.95,19303.92,1,97655839,2023-03-08 14:07:30,-0.9804
1382,51ba6f24-e75c-4458-8306-a66bc848602a,Smith,625,19,26869.42,60203.27,1,83133821,2023-05-22 00:45:17,1.6755
1383,eff38682-c5f8-4f79-9ce8-1e0e94adc727,Rodriguez,757,58,45143.86,224686.62,0,77118265,2023-11-10 20:38:40,-0.1401
1384,4033e82c-b7c8-4b5a-9fd9-cc9bb713fb5a,Rodriguez,619,57,27235.13,7521.74,2,96990762,2023-10-02 16:24:06,0.2256
1385,4da79bb0-5c4c-48c8-af06-a56a779d4811,Wilson,687,21,8302.48,9238.58,1,36193459,2023-06-02 16:13:12,-1.0723
1386,a0ecc34b-b508-4f97-8639-831c4d9339c0,Wilson,664,49,31689.86,27614.64,1,94217036,2023-02-06 01:06:51,-1.4151
1387,3df25d18-cce5-4082-bf43-0fc8c9033cb4,Rodriguez,715,19,58707.4,108553.56,0,40093647,2023-03-08 05:48:42,-0.4441
